,title,price,url,vintage,search_name,vivino_score,num_reviews,vivino_name,vivino_link,wine_type,country,region,winery_region,vintage_score,vintage_num_reviews,style,alcohol_perc,vivino_price
260,2019 Nicolas Maillet  Macon IGE 750 ml,30.98,https://www.noevalleywineandspirits.com/2019-nicolas-maillet-macon-ige-750-ml.html,2019.0,2019 Nicolas Maillet Macon IGE 750 ml,3.8,194.0,Nicolas Maillet Mâcon Igé,https://www.vivino.com/US-CA/en/wines/3597527,all,France,Mâcon-Igé,Mâconnais,0.0,4.0,Macônnais White,13.0,
261,2018 Unti Zinfandel Dry Creek Valley 750 ml,30.98,https://www.noevalleywineandspirits.com/2017-unti-zinfandel-dry-creek-valley-750-ml.html,2018.0,2018 Unti Zinfandel Dry Creek Valley 750 ml,4.0,761.0,Unti Zinfandel,https://www.vivino.com/US-CA/en/wines/3468915,all,United States,Dry Creek Valley,Sonoma County,4.2,28.0,Zinfandel,14.8,32.0
262,2019 Castello di Verduno Basadone Verduno Pelaverga 750 ml,30.98,https://www.noevalleywineandspirits.com/2016-castello-di-verduno-basadone-verduno-pelaverg.html,2019.0,2019 Castello di Verduno Basadone Verduno Pelaverga 750 ml,3.9,2919.0,Castello di Verduno Basadone Pelaverga,https://www.vivino.com/US-CA/en/wines/2944641,all,Italy,Verduno,Langhe,4.0,410.0,Red,13.0,31.0
263,2018 Pithon-Paille Mozaik Anjou Rouge 750 ml,30.98,https://www.noevalleywineandspirits.com/2017-pithon-paille-mozaik-anjou-rouge-750-ml.html,2018.0,2018 Pithon-Paille Mozaik Anjou Rouge 750 ml,3.8,508.0,Pithon-Paillé Mozaik Anjou Rouge,https://www.vivino.com/US-CA/en/wines/4643829,all,France,Anjou,Loire Valley,3.6,44.0,,12.0,
264,2021 Cuomo Rosato Costa d'Amalfi 750 ml,30.98,https://www.noevalleywineandspirits.com/copy-of-2016-cuomo-ravello-bianco-amalfi-750-ml.html,2021.0,2021 Cuomo Rosato Costa d'Amalfi 750 ml,3.7,384.0,Marisa Cuomo Costa d'Amalfi Rosato,https://www.vivino.com/US-CA/en/wines/117159727,all,Italy,Costa d'Amalfi,Costa d'Amalfi,0.0,24.0,,,39.0
265,2019 Sziegl Pince Kadarka Herreberg 750 ml,30.98,https://www.noevalleywineandspirits.com/2017-sziegl-pince-kadarka-herreberg-750-ml.html,2019.0,2019 Sziegl Pince Kadarka Herreberg 750 ml,4.0,164.0,Sziegl Pince Herreberg Kadarka,https://www.vivino.com/US-CA/en/wines/159723761,all,Hungary,Hajós-Baja,Hajós-Baja,0.0,19.0,,12.5,
266,2020 Filipa Pato Territorio Vivo Baga Bairrada  750 ml,30.98,https://www.noevalleywineandspirits.com/copy-of-filipa-pato-post-quercus-baga-500-ml.html,2020.0,2020 Filipa Pato Territorio Vivo Baga Bairrada 750 ml,3.8,958.0,Filipa Pato Território Vivo Baga,https://www.vivino.com/US-CA/en/wines/20306206,all,Portugal,Bairrada,Beiras,4.0,118.0,Red,13.5,
267,2021 Weingut Brundlmayer Terrassen Gruner Veltliner Kamptal  750 ml,30.98,https://www.noevalleywineandspirits.com/2017-xx.html,2021.0,2021 Weingut Brundlmayer Terrassen Gruner Veltliner Kamptal 750 ml,3.8,5090.0,Weingut Bründlmayer Grüner Veltliner Kamptal Terrassen,https://www.vivino.com/US-CA/en/wines/2439175,all,Austria,Kamptal,Niederösterreich,3.8,167.0,Grüner Veltliner,12.5,38.99
268,2021 COS Rami Terre Siciliane IGP  750 ml,30.98,https://www.noevalleywineandspirits.com/2015-cos-rami-terre-siciliane-igp-orange-750-ml.html,2021.0,2021 COS Rami Terre Siciliane IGP 750 ml,3.8,3356.0,COS Ramì Blanco,https://www.vivino.com/US-CA/en/wines/1846554,all,Italy,Terre Siciliane,Terre Siciliane,3.9,85.0,White,,29.0
269,2021 Bedrock Wirz Vineyard Old Vine Riesling Cienega Valley 750 ml,31.98,https://www.noevalleywineandspirits.com/2021-bedrock-wirz-vineyard-old-vine-riesling-ciene.html,2021.0,2021 Bedrock Wirz Old Vine Riesling Cienega Valley 750 ml,3.9,92.0,Stirm Wirz Vineyard Old Vine Riesling,https://www.vivino.com/US-CA/en/wines/156821570,all,United States,Cienega Valley,Central Coast,,,Riesling,12.7,23.99
270,2020 Les Heritiers du Comte Lafon Macon-Milly-Lamartine  750 ml,31.98,https://www.noevalleywineandspirits.com/2020-les-heritiers-du-comte-lafon-macon-milly-lama.html,2020.0,2020 Les Heritiers du Comte Lafon Macon-Milly-Lamartine 750 ml,3.9,2763.0,Les Héritiers du Comte Lafon Mâcon-Milly-Lamartine,https://www.vivino.com/US-CA/en/wines/4001777,all,France,Mâcon-Milly-Lamartine,Mâconnais,3.8,102.0,Macônnais White,13.0,34.97
271,2016 Dom. Olga Raffault Les Picasses Chinon 750 ml,31.98,https://www.noevalleywineandspirits.com/2016-dom-olga-raffault-les-picasses-chinon-750-ml.html,2016.0,2016 Dom. Olga Raffault Les Picasses Chinon 750 ml,3.9,4402.0,Domaine Olga Raffault Les Picasses Chinon,https://www.vivino.com/US-CA/en/wines/1486828,all,France,Chinon,Loire Valley,4.0,242.0,,,27.97
272,2019 Dom. Delagrange Bourgogne Hautes-Cotes de Beaune 750 ml,31.98,https://www.noevalleywineandspirits.com/2019-dom-delagrange-bourgogne-hautes-cotes-de-beau.html,2019.0,2019 Dom. Delagrange Bourgogne Hautes-Cotes de Beaune 750 ml,,,Didier Delagrange Bourgogne Hautes-Côtes de Beaune,https://www.vivino.com/US-CA/en/wines/169727952,all,France,Bourgogne Hautes-Côtes de Beaune,Côte de Beaune,0.0,1.0,Red,13.0,
273,2021 Bergmannhof Vernatsch Sudtirol Alto Adige 750 ml,31.98,https://www.noevalleywineandspirits.com/2021-bergmannhof-vernatsch-sudtirol-alto-adige-750.html,2021.0,2021 Bergmannhof Vernatsch Sudtirol Alto Adige 750 ml,3.6,59.0,Bergmannhof Vernatsch,https://www.vivino.com/US-CA/en/wines/76319412,all,Italy,Südtirol - Alto Adige,Südtirol - Alto Adige,0.0,9.0,Red,,
274,2021 Philippe Auchere Sancerre 750 ml,31.98,https://www.noevalleywineandspirits.com/2021-philippe-auchere-sancerre-750-ml.html,2021.0,2021 Philippe Auchere Sancerre 750 ml,3.5,46.0,Philippe Auchére Sancerre Blanc,https://www.vivino.com/US-CA/en/wines/18946609,all,France,Sancerre,Upper Loire,0.0,5.0,White,,
275,2019 Les collines de Vaux Bourgogne Pinot Noir Cotes d'Auxerre  750 ml,31.98,https://www.noevalleywineandspirits.com/2019-les-collines-de-vaux-bourgogne-pinot-noir-cot.html,2019.0,2019 Les collines de Vaux Bourgogne Pinot Noir Cotes d'Auxerre 750 ml,3.9,59.0,Le Domaine d'Édouard Les Collines de Vaux Bourgogne Côtes d'Auxerre Pinot Noir,https://www.vivino.com/US-CA/en/wines/169019366,all,France,Bourgogne Côtes d'Auxerre,Bourgogne,3.9,42.0,Red,,
276,2021 Massican Annia White Wine Napa Valley 750 ml,31.98,https://www.noevalleywineandspirits.com/2021-massican-annia-white-wine-napa-valley-750-ml.html,2021.0,2021 Massican Annia White Wine Napa Valley 750 ml,4.1,1157.0,Massican Annia,https://www.vivino.com/US-CA/en/wines/4601856,all,United States,Napa Valley,Napa Valley,4.2,54.0,White Blend,12.5,30.0
277,2019 Ridge Three Valleys Zinfandel  750 ml,31.98,https://www.noevalleywineandspirits.com/2019-ridge-three-valleys-zinfandel-750-ml.html,2019.0,2019 Ridge Three Valleys Zinfandel 750 ml,4.0,159.0,St. Francis Three Valleys Zinfandel,https://www.vivino.com/US-CA/en/wines/4713651,all,United States,Sonoma County,Sonoma County,0.0,1.0,Zinfandel,15.8,
278,2018  Oddero Barbera d'Asti Nizza DOCG 750 ml,31.98,https://www.noevalleywineandspirits.com/2017-oddero-nizza-docg-750-ml.html,2018.0,2018 Oddero Barbera d'Asti Nizza DOCG 750 ml,4.0,205.0,Oddero Barbera d’Asti Superiore Nizza,https://www.vivino.com/US-CA/en/wines/168976292,all,Italy,Nizza,Piemonte,4.0,82.0,Barbera,14.0,28.99
279,2020 Yannick Cadiou Chablis 750ml,31.98,https://www.noevalleywineandspirits.com/2017-yannick-cadiou-chablis-750ml.html,2020.0,2020 Yannick Cadiou Chablis 750ml,4.1,511.0,Yannick Cadiou Chablis,https://www.vivino.com/US-CA/en/wines/158503772,all,France,Chablis,Chablis,0.0,11.0,Chablis,,
280,2020 Coudoulet de Beaucastel Cotes du Rhone 750 ml,31.98,https://www.noevalleywineandspirits.com/2016-coudoulet-de-beaucastel-cotes-du-rhone-750-ml.html,2020.0,2020 Coudoulet de Beaucastel Cotes du Rhone 750 ml,4.0,17109.0,Château de Beaucastel Coudoulet de Beaucastel Côtes-du-Rhône,https://www.vivino.com/US-CA/en/wines/1485632,all,France,Côtes-du-Rhône,Châteauneuf-du-Pape,0.0,15.0,Red,13.5,29.99
281,2020 Markus Prackwieser Gump Praesulis Sauvignon Blanc  750 ml,31.98,https://www.noevalleywineandspirits.com/2016-markus-prackwieser-gump-praesulis-sauvignon-b.html,2020.0,2020 Markus Prackwieser Gump Praesulis Sauvignon Blanc 750 ml,4.1,1435.0,Markus Prackwieser Gump Hof Praesulis Sauvignon Blanc,https://www.vivino.com/US-CA/en/wines/1702550,all,Italy,Südtirol - Alto Adige,Trentino-Alto Adige,4.1,82.0,White,14.0,
282,Avinyo Petillant Blanco  CANS 4 pack 250 ml,32.98,https://www.noevalleywineandspirits.com/avinyo-petillant-blanco-cans-4-pack-250-ml.html,,Avinyo Petillant Blanco CANS 4 pack 250 ml,4.2,2423.0,Avinyó Petillant Blanc (Vi d'Agulla),https://www.vivino.com/US-CA/en/wines/2168043,all,Spain,Catalunya,Cava,,,Sparkling,10.5,21.99
283,2020 Gavalas Assyrtiko Santorini 750 ml,32.98,https://www.noevalleywineandspirits.com/2017-gavalas-santorini-assyrti-750-ml.html,2020.0,2020 Gavalas Assyrtiko Santorini 750 ml,3.7,334.0,Gavalas Assyrtiko,https://www.vivino.com/US-CA/en/wines/143741934,all,Greece,Santorini,Santorini,0.0,4.0,White,,
284,2019 J & S Dauvissat Saint-Pierre Chablis 750 ml,32.98,https://www.noevalleywineandspirits.com/2019-j-s-dauvissat-saint-pierre-chablis-750-ml.html,2019.0,2019 J & S Dauvissat Saint-Pierre Chablis 750 ml,3.6,513.0,Jean et Sébastien Dauvissat Chablis 'Saint-Pierre',https://www.vivino.com/US-CA/en/wines/4941755,all,France,Chablis,Chablis,3.7,38.0,Chablis,,28.0
285,2020 Montesecondo Chianti Classico DOCG 750 ml,32.98,https://www.noevalleywineandspirits.com/2018-montesecondo-chianti-classico-750-ml.html,2020.0,2020 Montesecondo Chianti Classico DOCG 750 ml,3.8,2172.0,Montesecondo Chianti Classico,https://www.vivino.com/US-CA/en/wines/1590475,all,Italy,Chianti Classico,Toscana,4.1,53.0,Chianti,12.48,20.76
286,2020 Enfield Citrine Chardonnay 750 ml,32.98,https://www.noevalleywineandspirits.com/2017-enfield-citrine-chardonnay.html,2020.0,2020 Enfield Citrine Chardonnay 750 ml,4.1,432.0,Enfield Wine Co. Citrine Chardonnay,https://www.vivino.com/US-CA/en/wines/141765767,all,United States,California,Napa Valley,0.0,22.0,Chardonnay,12.5,29.99
287,2015 Mozzi Sassella Grisone Valtellina Superiore 750 ml,32.98,https://www.noevalleywineandspirits.com/2013-mozzi-sassella-grisone-vatellina-superiore-75.html,2015.0,2015 Mozzi Sassella Grisone Valtellina Superiore 750 ml,4.0,248.0,Alfio Mozzi Grisone Sassella Valtellina Superiore Riserva,https://www.vivino.com/US-CA/en/wines/129742519,all,Italy,Valtellina Superiore,Valtellina,4.0,60.0,Nebbiolo,,
288,2019 Ruth Lewandowski Boaz Testa vineyard  750 ml,32.98,https://www.noevalleywineandspirits.com/2015-ruth-lewandowski-boaz-red-wine-750-ml.html,2019.0,2019 Ruth Lewandowski Boaz Testa vineyard 750 ml,4.1,598.0,Ruth Lewandowski Boaz Testa Vineyard Zero,https://www.vivino.com/US-CA/en/wines/5027127,all,United States,Mendocino County,Sonoma County,4.2,61.0,Red Blend,,
289,2018 Lindes de Remelluri Rioja San Vicente  750 ml,32.98,https://www.noevalleywineandspirits.com/2012-lindes-de-remelluri-rioja-san-vicente-750-ml.html,2018.0,2018 Lindes de Remelluri Rioja San Vicente 750 ml,3.9,3813.0,Remelluri Lindes de Remelluri Viñedos de San Vicente,https://www.vivino.com/US-CA/en/wines/156265188,all,Spain,Rioja,Rioja,4.0,427.0,Rioja Red,,53.89
290,2021 Matthiasson Rosé  750 ml,32.98,https://www.noevalleywineandspirits.com/2015-matthiasson-rose-750-ml.html,2021.0,2021 Matthiasson Rosé 750 ml,4.1,1307.0,Matthiasson Rosé,https://www.vivino.com/US-CA/en/wines/3743908,all,United States,Napa Valley,Napa Valley,4.0,82.0,Rosé,11.3,31.95
291,2021 Herve Villemade Pivoine Rouge Vin de France  750 ml,33.98,https://www.noevalleywineandspirits.com/2021-herve-villemade-pivoine-rouge-vin-de-france-7.html,2021.0,2021 Herve Villemade Pivoine Rouge Vin de France 750 ml,3.8,743.0,Hervé Villemade Bovin,https://www.vivino.com/US-CA/en/wines/2689517,all,France,Vin de France,Cheverny,0.0,3.0,,,
292,2021 Gvantsa's Wine Etskhanuri Sapere Pet Nat 750 ml,33.98,https://www.noevalleywineandspirits.com/2021-gvantsas-wine-etskhanuri-sapere-pet-nat-750-m.html,2021.0,2021 Gvantsa's Wine Etskhanuri Sapere Pet Nat 750 ml,3.9,131.0,Baia's Wine Gvantsa's Petnat Tsitska,https://www.vivino.com/US-CA/en/wines/161757415,all,Georgia,Imereti,Imereti,3.8,37.0,,,
293,2018 Forlorn Hope Estate Grenache Sierra Foothills 750 ml,33.98,https://www.noevalleywineandspirits.com/2018-forlorn-hope-estate-grenache-sierra-foothills.html,2018.0,2018 Forlorn Hope Estate Grenache Sierra Foothills 750 ml,,,Twin Rocks Estate Grenache,https://www.vivino.com/US-CA/en/wines/168560598,all,United States,Sierra Foothills,Sierra Foothills,0.0,1.0,,15.0,
294,2019 Dom.  Juliette Avril Chateauneuf-du-Pape 750 ml,33.98,https://www.noevalleywineandspirits.com/2017-dom-juliette-avril-chateauneuf-du-pape-750-ml.html,2019.0,2019 Dom. Juliette Avril Chateauneuf-du-Pape 750 ml,4.1,4618.0,Domaine Juliette Avril Châteauneuf-du-Pape Rouge,https://www.vivino.com/US-CA/en/wines/1596015,all,France,Châteauneuf-du-Pape,Châteauneuf-du-Pape,4.2,312.0,Châteauneuf-du-Pape Red,14.0,
295,2019 Dom. de la Mordoree La Dame Rousse Lirac Rouge 750 ml,34.98,https://www.noevalleywineandspirits.com/2019-dom-de-la-mordoree-la-dame-rousse-lirac-750-m.html,2019.0,2019 Dom. de la Mordoree La Dame Rousse Lirac Rouge 750 ml,3.9,1903.0,Domaine de la Mordorée La Dame Rousse Lirac,https://www.vivino.com/US-CA/en/wines/4719474,all,France,Lirac,Châteauneuf-du-Pape,4.2,37.0,Red,,22.0
296,2020 Olek Bondonio La Berchialla Barbera d'Asti 1000 ml,34.98,https://www.noevalleywineandspirits.com/2020-olek-bondonio-la-berchialla-barbera-dasti-100.html,2020.0,2020 Olek Bondonio La Berchialla Barbera d'Asti 1000 ml,3.8,119.0,Olek Bondonio Barbera d'Asti,https://www.vivino.com/US-CA/en/wines/169264946,all,Italy,Barbera d'Asti,Piemonte,3.8,86.0,Barbera,13.5,31.9
297,2019 Dom. de Vernus Regnie 750 ml,34.98,https://www.noevalleywineandspirits.com/2019-dom-de-vernus-regnie-750-ml.html,2019.0,2019 Dom. de Vernus Regnie 750 ml,3.9,101.0,Domaine de Vernus Régnié,https://www.vivino.com/US-CA/en/wines/166817485,all,France,Régnié,Régnié,3.9,90.0,Red,,27.0
298,2018 COS Cerasuolo di Vittoria DOCG  750 ml,34.98,https://www.noevalleywineandspirits.com/2018-cos-cerasuolo-di-vittoria-docg-750-ml.html,2018.0,2018 COS Cerasuolo di Vittoria DOCG 750 ml,4.0,10227.0,COS Cerasuolo di Vittoria Classico,https://www.vivino.com/US-CA/en/wines/1768370,all,Italy,Cerasuolo di Vittoria,Terre Siciliane,4.0,361.0,Red,,35.99
299,2017 Dom. Michel Arcelain Siserpe Beaune Rouge 750 ml,34.98,https://www.noevalleywineandspirits.com/2017-dom-michel-arcelain-siserpe-beaune-750-ml.html,2017.0,2017 Dom. Michel Arcelain Siserpe Beaune Rouge 750 ml,3.9,244.0,Michel Arcelain Siserpe Beaune,https://www.vivino.com/US-CA/en/wines/3151898,all,France,Beaune,Bourgogne,0.0,4.0,Côte de Beaune Red,,
300,2019 Camille Melinand Fleurie 750 ml,34.98,https://www.noevalleywineandspirits.com/2019-camille-melinand-fleurie-750-ml.html,2019.0,2019 Camille Melinand Fleurie 750 ml,4.2,53.0,Camille Mélinand Fleurie,https://www.vivino.com/US-CA/en/wines/168436337,all,France,Fleurie,Fleurie,,,Red,,
301,2020 Oenops Winery XinomavRaw Red Wine 750 ml,34.98,https://www.noevalleywineandspirits.com/2020-oenops-winery-xinmavraw-red-wine-750-ml.html,2020.0,2020 Oenops Winery XinomavRaw Red Wine 750 ml,4.2,1577.0,Francis Ford Coppola Winery Eleanor Red Wine,https://www.vivino.com/US-CA/en/wines/4412806,all,United States,North Coast,Sonoma County,,,Red Blend,14.4,51.98
302,2019 Dom. Barraud La Roche Macon-Vergisson 750 ml,34.98,https://www.noevalleywineandspirits.com/2019-dom-barraud-la-roche-macon-vergisson-750-ml.html,2019.0,2019 Dom. Barraud La Roche Macon-Vergisson 750 ml,3.9,400.0,Domaine Barraud Mâcon-Vergisson 'La Roche',https://www.vivino.com/US-CA/en/wines/3216732,all,France,Mâcon-Vergisson,Mâconnais,0.0,23.0,Macônnais White,13.0,32.33
303,2019 Patrick Piuze Les Boutots Bougogne Tonnerre  750 ml,34.98,https://www.noevalleywineandspirits.com/2018-patrick-piuze-bougogne-tonnerre-boutots-chabl.html,2019.0,2019 Patrick Piuze Les Boutots Bougogne Tonnerre 750 ml,4.0,360.0,Patrick Piuze Bourgogne Tonnerre Les Boutots,https://www.vivino.com/US-CA/en/wines/154206152,all,France,Bourgogne,Chablis,4.2,66.0,White,,
304,2018 Stein Redvolution Spätburgunder Mosel 750ml,34.98,https://www.noevalleywineandspirits.com/2018-stein-redvolution-spaetburgunder-mosel-750ml.html,2018.0,2018 Stein Redvolution Spätburgunder Mosel 750ml,,,Gunter Mullers-Stein Spatburgunder Mosel Weissbherbst Trocken,https://www.vivino.com/US-CA/en/wines/18700015,all,Germany,Mosel,Mosel,,,Spätburgunder,,
305,2019 Wassler Frankstein Riesling Grand Cru Alsace 750 ml,34.98,https://www.noevalleywineandspirits.com/2018-wassler-frankstein-riesling-grand-cru-alsace.html,2019.0,2019 Wassler Frankstein Riesling Grand Cru Alsace 750 ml,4.2,11.0,Domaine Wassler Riesling Alsace Grand Cru 'Frankstein',https://www.vivino.com/US-CA/en/wines/143854970,all,France,Alsace Grand Cru 'Frankstein',Alsace,,,Riesling,,
306,2019 Gonet-Medeville Chateau Les Justices Sauternes 375 ml,34.98,https://www.noevalleywineandspirits.com/2016-gonet-medeville-chateau-les-justices-sauterne.html,2019.0,2019 Gonet-Medeville Chateau Les Justices Sauternes 375 ml,4.1,1700.0,Château Les Justices Sauternes,https://www.vivino.com/US-CA/en/wines/2269399,all,France,Sauternes,Sauternes,0.0,8.0,Sauternes,,21.0
307,2021 Hirsch Kammern Gruner Veltliner  750 ml,34.98,https://www.noevalleywineandspirits.com/2015-hirsch-kammern-gruner-veltliner-750-ml.html,2021.0,2021 Hirsch Kammern Gruner Veltliner 750 ml,3.8,1305.0,Hirsch Kammern Grüner Veltliner,https://www.vivino.com/US-CA/en/wines/2202189,all,Austria,Kamptal,Kamptal,3.9,30.0,Grüner Veltliner,12.5,26.0
308,2020 Cantina Valle Isarco Aristos Kerner Alto Adige  750 ml,34.98,https://www.noevalleywineandspirits.com/2018-cantina-valle-isarco-aristos-kerner-alto-adig.html,2020.0,2020 Cantina Valle Isarco Aristos Kerner Alto Adige 750 ml,4.0,1419.0,Kellerei Eisacktal - Cantina Valle Isarco Aristos Kerner,https://www.vivino.com/US-CA/en/wines/1597057,all,Italy,Südtirol - Alto Adige,Südtirol - Alto Adige,4.1,158.0,White,14.5,26.95
309,2019 Pierre Menard Laika Sauvignon Blanc  750ml,34.98,https://www.noevalleywineandspirits.com/2016-pierre-menard-laika-sauvignon-blanc-750ml.html,2019.0,2019 Pierre Menard Laika Sauvignon Blanc 750ml,4.0,264.0,Pierre Ménard Laïka Sauvignon Blanc,https://www.vivino.com/US-CA/en/wines/92128911,all,France,Loire Valley,Côteaux du Layon,3.8,46.0,,,30.0
310,2020 Psi Ribera del Duero  750 ml,34.98,https://www.noevalleywineandspirits.com/2016-psi-ribera-del-duero-750-ml.html,2020.0,2020 Psi Ribera del Duero 750 ml,4.2,47779.0,Dominio de Pingus PSI,https://www.vivino.com/US-CA/en/wines/2128137,all,Spain,Ribera del Duero,Ribera del Duero,0.0,18.0,Ribera Del Duero Red,,34.99
311,2018 Cirelli Anfora Trebbiano d' Abruzzo 750ml,34.98,https://www.noevalleywineandspirits.com/2017-cirelli-trebbiano-750-ml.html,2018.0,2018 Cirelli Anfora Trebbiano d' Abruzzo 750ml,3.6,747.0,Cirelli Trebbiano d'Abruzzo 'Anfora',https://www.vivino.com/US-CA/en/wines/2710867,all,Italy,Trebbiano d'Abruzzo,Abruzzo,0.0,23.0,White,12.0,33.0
312,NV Scacciadiavoli Vino Spumante Brut Rosé  750 ml,34.98,https://www.noevalleywineandspirits.com/nv-scacciadiavoli-vino-spumante-brut-rose-750-ml.html,,NV Scacciadiavoli Vino Spumante Brut Rosé 750 ml,,,Fratelli Currado Vino Spumante Brut Rose,https://www.vivino.com/US-CA/en/wines/7470215,all,,,,,,,,
313,2021 DO Ferreiro Albarino  750 ml,34.98,https://www.noevalleywineandspirits.com/2015-do-ferreiro-albarino-750-ml.html,2021.0,2021 DO Ferreiro Albarino 750 ml,4.0,53.0,Do Ferreiro (Bodegas Gerardo Mendez) Albariño Do Ferreiro Lourido,https://www.vivino.com/US-CA/en/wines/160217607,all,Spain,Rías Baixas,Rías Baixas,,,Albariño,,47.99
314,2019 Zuccardi Concreto Malbec Valle de Uco  750 ml,34.98,https://www.noevalleywineandspirits.com/2016-zuccardi-concreto-malbec-valle-de-uco-750-ml.html,2019.0,2019 Zuccardi Concreto Malbec Valle de Uco 750 ml,4.2,7457.0,Zuccardi José Malbec,https://www.vivino.com/US-CA/en/wines/153179036,all,Argentina,Uco Valley,Paraje Altamira,0.0,3.0,Malbec,,39.89
315,2021 Donnhoff Tonschiefer Riesling Trocken Nahe 750 ml,34.99,https://www.noevalleywineandspirits.com/2020-donnhoff-tonschiefer-riesling-trocken-nahe-75.html,2021.0,2021 Donnhoff Tonschiefer Riesling Trocken Nahe 750 ml,3.9,2675.0,Dönnhoff Tonschiefer Riesling Trocken,https://www.vivino.com/US-CA/en/wines/4826739,all,Germany,Nahe,Nahe,3.9,75.0,Riesling,12.0,24.95
316,2021 Ch. Val d'Arenc Bandol Rosé  750 ml,35.98,https://www.noevalleywineandspirits.com/2017-ch-val-darenc-bandol-rose-750-ml.html,2021.0,2021 Ch. Val d'Arenc Bandol Rosé 750 ml,3.8,958.0,Château Val d'Arenc Bandol Rosé,https://www.vivino.com/US-CA/en/wines/2570508,all,France,Bandol,Provence,3.9,26.0,Rosé,13.0,
317,2021 Dakishvili Kisi Petillant Naturel 750 ml,36.98,https://www.noevalleywineandspirits.com/2021-dakishvili-kisi-petillant-naturel-750-ml.html,2021.0,2021 Dakishvili Kisi Petillant Naturel 750 ml,4.0,104.0,Dakishvili Family Vinyards - Vita Vinea Kisi Pétillant Naturel,https://www.vivino.com/US-CA/en/wines/164933059,all,Georgia,Kakheti,Kakheti,0.0,21.0,,13.0,
318,2020 Cluzel Saint-Joseph Rouge AOC 750 ml,36.98,https://www.noevalleywineandspirits.com/2020-cluzel-saint-joesph-cave-cluzel-aoc-750-ml.html,2020.0,2020 Cluzel Saint-Joseph Rouge AOC 750 ml,4.0,2716.0,Bernard Gripa Saint-Joseph Rouge,https://www.vivino.com/US-CA/en/wines/1565955,all,France,Saint-Joseph,Northern Rhône,4.2,65.0,Saint-Joseph,13.5,31.62
319,2020 Cep Pinot Noir Sonoma Coast 750 ml,36.98,https://www.noevalleywineandspirits.com/2020-cep-pinot-noir-sonoma-coast-750-ml.html,2020.0,2020 Cep Pinot Noir Sonoma Coast 750 ml,4.1,554.0,Cep Pinot noir,https://www.vivino.com/US-CA/en/wines/4848193,all,United States,Sonoma Coast,Sonoma Coast,0.0,11.0,Pinot Noir,,29.95
320,2020 Vincent Pinard Flores Sancerre 750 ml,36.98,https://www.noevalleywineandspirits.com/2019-vincent-pinard-flores-sancerre-750-ml.html,2020.0,2020 Vincent Pinard Flores Sancerre 750 ml,3.8,2052.0,Vincent Pinard Florés Sancerre,https://www.vivino.com/US-CA/en/wines/1967576,all,France,Sancerre,Sancerre,4.1,86.0,White,13.0,31.95
321,2020 Sarrazin Les Grognots Givry Blanc 750 ml,36.98,https://www.noevalleywineandspirits.com/2020-sarrazin-les-grognots-givry-blanc-750-ml.html,2020.0,2020 Sarrazin Les Grognots Givry Blanc 750 ml,4.0,627.0,Michel Sarrazin Givry 'Les Grognots',https://www.vivino.com/US-CA/en/wines/3154265,all,France,Givry,Côte Chalonnaise,0.0,17.0,Côte Chalonnaise White,,
322,2016 Ciacci Piccolomini Brunello di Montalcino 375 ml,36.98,https://www.noevalleywineandspirits.com/2015-ciacci-piccolomini-brunello-di-montalcino-375.html,2016.0,2016 Ciacci Piccolomini Brunello di Montalcino 375 ml,4.2,10699.0,Ciacci Piccolomini d'Aragona Brunello di Montalcino,https://www.vivino.com/US-CA/en/wines/1502323,all,Italy,Brunello di Montalcino,Toscana,4.3,694.0,Brunello,14.0,71.99
323,2018 Poliziano Vino Nobile de Montepulciano  750 ml,36.98,https://www.noevalleywineandspirits.com/copy-of-2015-poliziano-vino-nobile-de-montepulcian.html,2018.0,2018 Poliziano Vino Nobile de Montepulciano 750 ml,4.0,22620.0,Poliziano Vino Nobile di Montepulciano,https://www.vivino.com/US-CA/en/wines/1558186,all,Italy,Vino Nobile di Montepulciano,Toscana,4.0,1888.0,Vino Nobile Di Montepulciano,14.0,27.99
324,Giacomo Fenocchio Anima Arancia  750ml,36.98,https://www.noevalleywineandspirits.com/copy-of-2017-giacomo-fenocchio-roero-arneis-750ml.html,,Giacomo Fenocchio Anima Arancia 750ml,3.6,121.0,Giacomo Fenocchio Anima Arancio (Orange Soul),https://www.vivino.com/US-CA/en/wines/159579600,all,Italy,Piemonte,Barolo,,,White,,
325,2017 Domaine du Cayron Gigondas 750 ml,37.98,https://www.noevalleywineandspirits.com/2017-domaine-du-cayron-gigondas-750-ml.html,2017.0,2017 Domaine du Cayron Gigondas 750 ml,4.0,3251.0,Domaine du Cayron Gigondas,https://www.vivino.com/US-CA/en/wines/1528854,all,France,Gigondas,Gigondas,4.1,201.0,Red,,29.97
326,2017 Joseph Dorbon Les Bernardines Vieilles Vignes Arbois Rouge 750 ml,37.98,https://www.noevalleywineandspirits.com/2017-joseph-dorbon-les-bernardines-vieilles-vignes.html,2017.0,2017 Joseph Dorbon Les Bernardines Vieilles Vignes Arbois Rouge 750 ml,4.0,226.0,Joseph Dorbon Vieilles Vignes Arbois Trousseau,https://www.vivino.com/US-CA/en/wines/144075936,all,France,Arbois,Jura,4.0,42.0,,13.0,33.0
