,title,price,url,search_name,vintage,vivino_score,num_reviews,vivino_name,vivino_link,wine_type,error_flag,country,region,winery_region,vintage_score,vintage_num_reviews,style,alcohol_perc,vivino_price
360,"France Billecart-Salmon, 1/2 Bottle Brut Reserve Champagne (NV)",35.99,https://www.navywine.com/billecart-salmon-1-2-bottle-brut-reserve-champagne.html,"France Billecart-Salmon, 1/2 Bottle Brut Reserve Champagne",,4.2,26792.0,Billecart-Salmon Brut Réserve Champagne,https://www.vivino.com/US-NY/en/wines/164943191,sparkling,True,France,Champagne,Champagne,,,Champagne,12.0,59.99
361,"France Robert Moncuit, Champagne Grand Cru 'Reserve Perpetuelle' Extra Brut (NV)",79.99,https://www.navywine.com/robert-moncuit-champagne-grand-cru-reserve-perpetu.html,"France Robert Moncuit, Champagne Grand Cru 'Reserve Perpetuelle' Extra Brut",,4.2,401.0,Robert Moncuit Réserve Perpétuelle Blanc de Blancs Extra Brut Champagne Grand Cru 'Le Mesnil-sur-Oger',https://www.vivino.com/US-NY/en/wines/156406319,sparkling,True,France,Champagne Grand Cru 'Le Mesnil-sur-Oger',Champagne Grand Cru 'Le Mesnil-sur-Oger',,,Champagne,,
362,"France Nicolas Feuillatte, Rose Champagne Brut Reserve (NV)",56.99,https://www.navywine.com/nicolas-feuillatte-rose-champagne-brut-reserve-nv.html,"France Nicolas Feuillatte, Rose Champagne Brut Reserve",,3.8,2347.0,Nicolas Feuillatte Brut Rosé Champagne,https://www.vivino.com/US-NY/en/wines/2609384,sparkling,True,France,Champagne Grand Cru 'Chouilly',Champagne,,,Champagne,12.0,
363,"France Jo Landron, 'Atmospheres' Brut (NV)",24.99,https://www.navywine.com/jo-landron-atmospheres-brut-nv.html,"France Jo Landron, 'Atmospheres' Brut",,3.8,2433.0,Landron Atmosphères Brut (Méthode Traditionnelle),https://www.vivino.com/US-NY/en/wines/2107660,sparkling,True,France,Vin de France,Muscadet-Sevre et Maine,,,Cremant,,30.0
364,"France Deux Anes,  'Limo d'Anes' Pet Nat Rose (NV)",23.99,https://www.navywine.com/2-anes-limo-danes-pet-nat-rose-nv.html,"France Deux Anes, 'Limo d'Anes' Pet Nat Rose",,4.0,25.0,Domaine des 2 Ânes Limod'ânes Rosé,https://www.vivino.com/US-NY/en/wines/148840428,sparkling,True,France,Vin de France,Languedoc,,,,11.5,
365,"Austria Meinklang, 'Prosa' Rose Pet-Nat 2020",19.99,https://www.navywine.com/meinklang-prosa-rose-pet-nat-2020.html,"Austria Meinklang, 'Prosa' Rose Pet-Nat",2020.0,3.9,10336.0,Meinklang Prosa Rosé,https://www.vivino.com/US-NY/en/wines/6162547,sparkling,True,Austria,Burgenland,Burgenland,4.0,2135.0,,10.5,23.99
366,"Italy Ca Furlan, Prosecco Extra Dry",13.99,https://www.navywine.com/ca-furlan-ca-furlan-prosecco-extra-dry.html,"Italy Ca Furlan, Prosecco Extra Dry",,3.8,1262.0,Ca' Furlan Cuvée Beatrice Prosecco Extra Dry,https://www.vivino.com/US-NY/en/wines/128369534,sparkling,True,Italy,Prosecco,Veneto,,,Prosecco,,
367,"Italy Bisson, 'Glera'  Vino Frizzante Bianco delle Venezie",18.99,https://www.navywine.com/bisson-bisson-vino-frizzante-bianco-delle-venezie.html,"Italy Bisson, 'Glera' Vino Frizzante Bianco delle Venezie",,,,Château La Costa Raboso Rosato Vino Frizzante Delle Venezie,https://www.vivino.com/US-NY/en/wines/2729762,sparkling,True,France,Southern Rhône,Southern Rhône,,,,,
368,"Gatti, ‘Bolle Corsare’ Prosecco col Fondo NV",21.0,https://www.navywine.com/gatti-bolle-corsare-prosecco-col-fondo-nv.html,"Gatti, ‘Bolle Corsare’ Prosecco col Fondo NV",,4.0,80.0,Gatti Bolle Corsare,https://www.vivino.com/US-NY/en/wines/155342041,sparkling,True,Italy,Prosecco,Prosecco,,,Prosecco,,
369,"Portugal Joao Pato (Duckman), Maria Duck Pet-Nat (NV)",22.99,https://www.navywine.com/joao-pato-duckman-maria-duck-pet-nat-nv.html,Portugal Joao Pato,,4.0,31.0,Luis Pato João Pato Tinto,https://www.vivino.com/US-NY/en/wines/163001803,sparkling,True,Portugal,Vinho de Portugal,Beiras,,,,12.5,
370,"Portugal Folias De Baco, UIVO Curtido Pet-Nat 2021",24.99,https://www.navywine.com/folias-de-baco-uivo-curtido-pet-nat-2020.html,"Portugal Folias De Baco, UIVO Curtido Pet-Nat",2021.0,4.1,460.0,Folias de Baco Uivo Curtido Pt Nat,https://www.vivino.com/US-NY/en/wines/167099220,sparkling,True,Portugal,Douro,Douro,4.1,62.0,,,
371,"France Domaine Des Grottes, 'Coin De Paradis' Pet Nat 2021 - 750ml",26.99,https://www.navywine.com/domaine-des-grottes-coin-de-pardis-pet-nat-2019-75.html,"France Domaine Des Grottes, 'Coin De Paradis' Pet Nat - 750ml",2021.0,3.9,279.0,Domaine des Grottes Un Petit Coin de Paradis Petillant Natural,https://www.vivino.com/US-NY/en/wines/5109610,sparkling,True,France,Beaujolais Nouveau,Rhone Valley,0.0,2.0,,5.0,
372,"France Marie Rocher, 'Les Valseuses' Gamay 2020",29.99,https://www.navywine.com/marie-rocher-les-valseuses-gamay-2018.html,"France Marie Rocher, 'Les Valseuses' Gamay",2020.0,4.3,222.0,Marie Rocher Les Valseuses,https://www.vivino.com/US-NY/en/wines/161310001,sparkling,True,France,Loire Valley,Loire Valley,0.0,3.0,,12.0,
373,"France Val de Mer, Sparkling Rosé Brut (NV) - 750mL",21.99,https://www.navywine.com/val-de-mer-sparkling-rose-brut.html,"France Val de Mer, Sparkling Rosé Brut - 750mL",,4.0,175.0,Patrick Piuze Val de Mer French Sparkling Brut Nature Rosé,https://www.vivino.com/US-NY/en/wines/5331281,sparkling,True,France,Crémant de Bourgogne,Chablis,,,Cremant,,19.99
374,"United States Casa Smith, 'Vino' Moscato 2018",13.99,https://www.navywine.com/casa-smith-vino-moscato-2016.html,"United States Casa Smith, 'Vino' Moscato",2018.0,3.8,221.0,Vino CasaSmith Vino Moscato,https://www.vivino.com/US-NY/en/wines/148792774,sparkling,True,United States,Washington,Washington,0.0,5.0,,,16.99
375,"France Champagne Robert Moncuit, Grand Cru Blanc de Blanc Brut (NV)",54.99,https://www.navywine.com/champagne-robert-moncuit-grand-cru-blanc-de-blanc.html,"France Champagne Robert Moncuit, Grand Cru Blanc de Blanc Brut",,4.1,247.0,Robert Moncuit Blanc de Blancs Brut Champagne Grand Cru 'Le Mesnil-sur-Oger',https://www.vivino.com/US-NY/en/wines/8575660,sparkling,True,France,Champagne Grand Cru 'Le Mesnil-sur-Oger',Champagne Grand Cru 'Le Mesnil-sur-Oger',,,Champagne,12.0,36.0
376,"France Laherte Freres, Champagne Brut Nature Blanc de Blancs (NV)",56.99,https://www.navywine.com/laherte-freres-champagne-brut-nature-blanc-de-blan.html,"France Laherte Freres, Champagne Brut Nature Blanc de Blancs",,4.0,4556.0,Laherte Freres Blanc de Blancs Brut Nature Champagne,https://www.vivino.com/US-NY/en/wines/1780297,sparkling,True,France,Champagne,Champagne,,,Champagne,,54.99
377,"France Nicolas Feuillatte, Champagne Brut Reserve (NV) - 750mL",39.99,https://www.navywine.com/nicolas-feuillatte-champagne-brut-reserve-nv.html,"France Nicolas Feuillatte, Champagne Brut Reserve - 750mL",,3.8,7180.0,Nicolas Feuillatte Grande Réserve Brut Champagne,https://www.vivino.com/US-NY/en/wines/1558295,sparkling,True,France,Champagne Grand Cru 'Chouilly',Champagne,,,Champagne,12.0,
378,"France Nicolas Feuillatte, Champagne Brut Reserve SPLIT - 187mL",12.99,https://www.navywine.com/nicolas-feuillatte-champagne-brut-reserve-split-18.html,"France Nicolas Feuillatte, Champagne Brut Reserve SPLIT - 187mL",,3.8,7180.0,Nicolas Feuillatte Grande Réserve Brut Champagne,https://www.vivino.com/US-NY/en/wines/1558295,sparkling,True,France,Champagne Grand Cru 'Chouilly',Champagne,,,Champagne,12.0,
379,"France Pol Roger, Brut Champagne NV",51.99,https://www.navywine.com/pol-roger-brut-champagne-nv.html,"France Pol Roger, Brut Champagne NV",,4.2,32817.0,Pol Roger Réserve Brut Champagne,https://www.vivino.com/US-NY/en/wines/164942767,sparkling,True,France,Champagne,Champagne,,,Champagne,,49.99
380,"Billecart-Salmon, Brut Reserve NV",60.99,https://www.navywine.com/billecart-salmon-billecart-salmon-brut-reserve-nv.html,"Billecart-Salmon, Brut Reserve NV",,4.2,26792.0,Billecart-Salmon Brut Réserve Champagne,https://www.vivino.com/US-NY/en/wines/164943191,sparkling,True,France,Champagne,Champagne,,,Champagne,12.0,59.99
381,"France Vigneau-Selection, Vouvray Brut (NV)",18.99,https://www.navywine.com/vigneau-selection-vouvray-brut-nv.html,"France Vigneau-Selection, Vouvray Brut",,3.8,249.0,Vigneau-Chevreau Vigneau Sélection Vouvray Brut,https://www.vivino.com/US-NY/en/wines/2888834,sparkling,True,France,Vouvray,Touraine,,,,13.0,
382,"Billecart-Salmon, Brut Rose NV",95.99,https://www.navywine.com/billecart-salmon-billecart-salmon-brut-rose-nv.html,"Billecart-Salmon, Brut Rose NV",,4.4,20960.0,Billecart-Salmon Brut Rosé Champagne,https://www.vivino.com/US-NY/en/wines/164942610,sparkling,True,France,Champagne,Champagne,,,Champagne,12.0,89.98
383,"Italy Vigneto Saetti, Lambrusco Salamino 2020",21.99,https://www.navywine.com/vigneto-saetti-lambrusco-salamino-2017.html,"Italy Vigneto Saetti, Lambrusco Salamino",2020.0,4.0,52.0,Vigneto Saetti Lambrusco Salamino di S.Croce,https://www.vivino.com/US-NY/en/wines/4270143,sparkling,True,Italy,Lambrusco Salamino di Santa Croce,Lambrusco Salamino di Santa Croce,0.0,1.0,,,
384,"Italy Fondo Bozzole, Lambrusco Mantovano 'Incantabiss' 2019",22.99,https://www.navywine.com/fondo-bozzole-lambrusco-mantovano-incantabiss-2018.html,"Italy Fondo Bozzole, Lambrusco Mantovano 'Incantabiss'",2019.0,3.9,496.0,Fondo Bozzole Incantabiss Lambrusco Mantovano,https://www.vivino.com/US-NY/en/wines/3530658,sparkling,True,Italy,Lambrusco Mantovano,Lombardia,3.5,12.0,,,
385,"Italy Vietti, Moscato D'Asti 2021",15.99,https://www.navywine.com/vietti-moscato-dasti-2017.html,"Italy Vietti, Moscato D'Asti",2021.0,4.2,6616.0,Vietti Moscato d'Asti,https://www.vivino.com/US-NY/en/wines/1504007,sparkling,True,Italy,Moscato d'Asti,Barolo,4.2,209.0,Moscato d'Asti,5.26,14.97
386,"Portugal Joao Pato (Duckman), 'Romy' Espumante Bruto Rose",23.99,https://www.navywine.com/joao-pato-duckman-romy-espumante-bruto-rose.html,"Portugal Joao Pato, 'Romy' Espumante Bruto Rose",,3.5,57.0,Azul Portugal Espumante Bruto Rosé,https://www.vivino.com/US-NY/en/wines/142097341,sparkling,True,Portugal,Bairrada,Alentejano,,,,12.5,
387,"Portugal Bojo do Luar, 'Lou 38' Vinho Verde Pet-Nat 2021",21.99,https://www.navywine.com/bojo-do-luar-lou-38-vinho-verde-pet-nat-2021.html,"Portugal Bojo do Luar, 'Lou 38' Vinho Verde Pet-Nat",2021.0,4.3,12.0,Bojo do Luar Lou 38,https://www.vivino.com/US-NY/en/wines/171661771,sparkling,True,Portugal,Vinho Verde,Vinho Verde,0.0,1.0,,9.5,
388,"Australia Lucy Margaux, 'Le Vilain Gris Petillant' 2021",38.99,https://www.navywine.com/lucy-margaux-le-vilain-gris-petillant-2021.html,"Australia Lucy Margaux, 'Le Vilain Gris Petillant'",2021.0,3.9,67.0,Lucy Margaux Vineyards - Domaine Lucci Le Vilain Gris Pétillant,https://www.vivino.com/US-NY/en/wines/166310096,sparkling,True,Australia,South Australia,Adelaide Hills,0.0,2.0,,,
